2026-03-10 13:47:58,098 | INFO     | TEST MODE: Running all downloads immediately...

2026-03-10 13:47:58,099 | INFO     | ======================================================================
2026-03-10 13:47:58,099 | INFO     | DAILY DOWNLOAD SCHEDULER
2026-03-10 13:47:58,099 | INFO     | Time: 2026-03-10 13:47:58
2026-03-10 13:47:58,100 | INFO     | ======================================================================
2026-03-10 13:47:58,100 | INFO     | 
>> Starting NSE downloads...
2026-03-10 13:47:58,100 | INFO     | Starting: NSE F&O Daily Data
2026-03-10 13:49:04,540 | INFO     |   ======================================================================
2026-03-10 13:49:04,540 | INFO     |   NSE F&O Daily Data Downloader (Web Scraper)
2026-03-10 13:49:04,540 | INFO     |   Months: Feb-2026 to Mar-2026
2026-03-10 13:49:04,540 | INFO     |   Output: D:\Rouhin\Exchanges Data\NSE\FnO
2026-03-10 13:49:04,540 | INFO     |   ======================================================================
2026-03-10 13:49:04,541 | INFO     |   
2026-03-10 13:49:04,541 | INFO     |   Opening NSE F&O page...
2026-03-10 13:49:04,541 | INFO     |   Note: Notional turnover will be enabled monthly during downloads
2026-03-10 13:49:04,541 | INFO     |   
2026-03-10 13:49:04,541 | INFO     |   Feb-2026... [OK] 21 days
2026-03-10 13:49:04,542 | INFO     |   Mar-2026... [OK] 5 days
2026-03-10 13:49:04,542 | INFO     |   
2026-03-10 13:49:04,542 | INFO     |   ======================================================================
2026-03-10 13:49:04,542 | INFO     |   [OK] Download Complete! Total days downloaded: 26
2026-03-10 13:49:04,542 | INFO     |   ======================================================================
2026-03-10 13:49:04,542 | INFO     | [OK] Completed: NSE F&O Daily Data
2026-03-10 13:49:04,543 | INFO     | Starting: NSE CM Segment Daily Data
2026-03-10 13:49:08,082 | INFO     |   Processing 2026-02...
2026-03-10 13:49:08,082 | INFO     |   Saved: D:\Rouhin\Exchanges Data\NSE\Cash segment\nse_daily.xlsx (2026-02)
2026-03-10 13:49:08,083 | INFO     |   Processing 2026-03...
2026-03-10 13:49:08,083 | INFO     |   Saved: D:\Rouhin\Exchanges Data\NSE\Cash segment\nse_daily.xlsx (2026-03)
2026-03-10 13:49:08,083 | INFO     | [OK] Completed: NSE CM Segment Daily Data
2026-03-10 13:49:08,083 | INFO     | 
>> Starting BSE downloads...
2026-03-10 13:49:08,083 | INFO     | Starting: BSE F&O Data (Consolidated - All Derivatives)
2026-03-10 13:50:50,954 | INFO     | [OK] Completed: BSE F&O Data (Consolidated - All Derivatives)
2026-03-10 13:50:50,954 | INFO     | Starting: BSE Historical Equity Data
2026-03-10 13:51:16,146 | INFO     |   Processing 2026-02...
2026-03-10 13:51:16,146 | INFO     |   Saved: D:\Rouhin\Exchanges Data\BSE\bse_daily.xlsx (2026-02)
2026-03-10 13:51:16,146 | INFO     |   Processing 2026-03...
2026-03-10 13:51:16,147 | INFO     |   Saved: D:\Rouhin\Exchanges Data\BSE\bse_daily.xlsx (2026-03)
2026-03-10 13:51:16,147 | INFO     | [OK] Completed: BSE Historical Equity Data
2026-03-10 13:51:16,147 | INFO     | 
>> Downloading FII/DII data...
2026-03-10 13:51:16,147 | INFO     | Starting: FII/DII Data from Moneycontrol
2026-03-10 13:51:20,317 | INFO     |   Downloading FII/DII data from Moneycontrol...
2026-03-10 13:51:20,317 | INFO     |   OK: Downloaded 5 rows of FII/DII data
2026-03-10 13:51:20,317 | INFO     |   OK: Saved to D:\Rouhin\Exchanges Data\FII_DII\fii_dii_data.xlsx
2026-03-10 13:51:20,317 | INFO     |      Total records: 21
2026-03-10 13:51:20,317 | INFO     |      Date range: 2026-02-01 to 2026-03-09
2026-03-10 13:51:20,317 | INFO     | [OK] Completed: FII/DII Data from Moneycontrol
2026-03-10 13:51:20,318 | INFO     | Skipping Excel Workbook (script not found)
2026-03-10 13:51:20,318 | INFO     | 
======================================================================
2026-03-10 13:51:20,318 | INFO     | SUMMARY
2026-03-10 13:51:20,318 | INFO     | ======================================================================
2026-03-10 13:51:20,318 | INFO     |   NSE F&O: [OK]
2026-03-10 13:51:20,319 | INFO     |   NSE CM: [OK]
